id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,city
5456,8028,78702,30.26057,-97.73441,Entire Home/Apt,97.0,2,708,3.52,1,328,Austin
6448,14156,78704,30.26034,-97.76487,Entire Home/Apt,160.0,3,339,1.98,1,316,Austin
8502,25298,78741,30.23466,-97.73682,Entire Home/Apt,38.0,4,54,0.28,1,88,Austin
13035,50793,78702,30.26098,-97.73072,Entire Home/Apt,145.0,15,19,0.11,2,321,Austin
22828,56488,78741,30.23614,-97.73225,Entire Home/Apt,58.0,30,56,0.3,1,211,Austin
47572,215917,78758,30.37783,-97.70749,Private Room,49.0,30,9,0.11,1,258,Austin
50334,230747,78703,30.28315,-97.7597,Entire Home/Apt,300.0,7,2,0.01,1,365,Austin
57187,272156,78704,30.25756,-97.76995,Entire Home/Apt,150.0,1,1090,6.09,1,335,Austin
70812,268988,78704,30.24648,-97.74913,Entire Home/Apt,165.0,2,188,1.06,1,75,Austin
72833,378744,78731,30.313,-97.75066,Entire Home/Apt,117.0,3,413,2.34,1,63,Austin
73005,128514,78727,30.41419,-97.73183,Entire Home/Apt,181.0,14,45,0.25,1,147,Austin
73289,382510,78705,30.29016,-97.74478,Entire Home/Apt,101.0,30,64,0.36,2,151,Austin
74318,387918,78704,30.24473,-97.77923,Entire Home/Apt,79.0,2,262,1.49,2,313,Austin
76501,408534,78722,30.29192,-97.71939,Entire Home/Apt,103.0,2,244,1.38,1,55,Austin
77639,416628,78704,30.25023,-97.77985,Entire Home/Apt,114.0,2,58,0.44,1,353,Austin
78035,419192,78704,30.25659,-97.76772,Entire Home/Apt,650.0,3,91,0.88,2,6,Austin
78422,421002,78702,30.27443,-97.71135,Entire Home/Apt,69.0,4,41,0.23,1,170,Austin
78884,2157243,78704,30.26126,-97.77358,Entire Home/Apt,103.0,2,219,1.24,9,150,Austin
79100,425706,78723,30.30933,-97.6952,Entire Home/Apt,86.0,30,44,0.29,3,67,Austin
79603,428883,78704,30.24948,-97.75896,Entire Home/Apt,199.0,3,148,0.84,1,38,Austin
82033,445746,78723,30.30393,-97.68872,Entire Home/Apt,225.0,2,4,0.04,1,179,Austin
83643,456230,78752,30.32395,-97.71851,Private Room,50.0,2,313,1.84,1,313,Austin
104394,543424,78745,30.20276,-97.82506,Private Room,51.0,14,79,0.45,2,27,Austin
113779,578211,78751,30.302697072020656,-97.72945057695216,Entire Home/Apt,120.0,20,112,0.67,9,351,Austin
128326,634580,78736,30.24309,-98.0028,Entire Home/Apt,236.0,3,95,0.56,1,353,Austin
140474,578211,78751,30.302150849943853,-97.73045704342532,Entire Home/Apt,120.0,14,115,0.68,9,314,Austin
140504,578211,78751,30.30397191433578,-97.73037344431609,Entire Home/Apt,120.0,20,115,0.67,9,316,Austin
145210,475506,78705,30.30203,-97.74235,Entire Home/Apt,135.0,30,215,1.38,2,216,Austin
154103,741170,78704,30.25103,-97.7814,Entire Home/Apt,329.0,3,15,0.09,1,223,Austin
158398,760426,78704,30.25288,-97.78491,Entire Home/Apt,1198.0,4,19,0.12,1,269,Austin
174828,835236,78752,30.33238,-97.71233,Entire Home/Apt,168.0,2,408,2.39,1,246,Austin
184853,518748,78704,30.24106,-97.77315,Entire Home/Apt,88.0,29,14,0.18,2,89,Austin
195674,951551,78704,30.25775,-97.76703,Entire Home/Apt,550.0,2,43,0.28,1,355,Austin
202187,989596,78704,30.24867,-97.74678,Entire Home/Apt,72.0,1,1133,6.66,1,210,Austin
207054,1018853,78741,30.24434,-97.73069,Entire Home/Apt,130.0,3,237,1.4,1,50,Austin
208897,1029071,78702,30.263203,-97.699829,Entire Home/Apt,170.0,3,208,1.48,1,338,Austin
216473,1117367,78704,30.26293,-97.76403,Entire Home/Apt,205.0,2,3,0.21,1,240,Austin
222986,1157982,78702,30.25753,-97.7313,Entire Home/Apt,475.0,20,53,0.31,4,248,Austin
233930,578211,78751,30.30289,-97.72961,Entire Home/Apt,139.0,20,132,0.79,9,331,Austin
238657,1250939,78704,30.252,-97.75628,Entire Home/Apt,127.0,1,300,2.42,4,227,Austin
240541,1246229,78702,30.25424,-97.72587,Entire Home/Apt,45.0,1,948,5.74,1,107,Austin
248515,1208485,78702,30.25572,-97.72874,Entire Home/Apt,136.0,2,253,1.54,2,104,Austin
254232,1335409,78703,30.278654098510746,-97.75550842285156,Entire Home/Apt,358.0,4,13,0.08,2,271,Austin
271052,1418696,78704,30.25367,-97.77253,Entire Home/Apt,135.0,3,76,0.46,1,331,Austin
277028,746455,78703,30.28332,-97.76272,Entire Home/Apt,201.0,1,130,0.77,2,259,Austin
281182,1465788,78702,30.28032,-97.70708,Entire Home/Apt,300.0,2,60,0.36,1,68,Austin
295275,1282837,78745,30.19037,-97.79003,Entire Home/Apt,150.0,29,72,0.44,1,251,Austin
300574,167892,78704,30.25508,-97.75767,Entire Home/Apt,138.0,2,492,2.98,1,345,Austin
304808,1566930,78702,30.2733,-97.7269,Private Room,82.0,2,402,2.41,1,332,Austin
304866,1568741,78745,30.20943,-97.77117,Entire Home/Apt,89.0,2,195,1.17,21,353,Austin
315239,1617870,78745,30.21467,-97.77901,Entire Home/Apt,600.0,3,2,0.01,1,365,Austin
319759,814883,78702,30.2656766,-97.7332943,Entire Home/Apt,299.0,1,359,2.18,13,337,Austin
319894,1640172,78724,30.28354,-97.64966,Entire Home/Apt,161.0,2,237,1.44,1,351,Austin
321069,1644741,78704,30.25398,-97.77856,Entire Home/Apt,391.0,2,0,0.0,1,104,Austin
324480,1660476,78705,30.29905,-97.73881,Entire Home/Apt,75.0,30,1,0.03,2,363,Austin
325889,1666874,78704,30.24583,-97.75472,Entire Home/Apt,443.0,3,112,0.68,2,347,Austin
329172,1680871,78746,30.30085,-97.80794,Entire Home/Apt,426.0,3,7,0.04,1,363,Austin
329306,880571,78702,30.27232,-97.72579,Private Room,68.0,2,681,4.14,3,234,Austin
330301,1685125,78729,30.44936718319012,-97.76368334988985,Private Room,115.0,2,25,0.15,1,364,Austin
333442,1698318,78703,30.31267,-97.76641,Entire Home/Apt,158.0,3,198,1.26,1,284,Austin
333815,372962,78704,30.25381,-97.75262,Private Room,102.0,2,202,1.23,1,157,Austin
335945,1555683,78741,30.24026,-97.73338,Entire Home/Apt,85.0,14,33,0.2,1,49,Austin
341530,740347,78704,30.24746,-97.75662,Entire Home/Apt,192.0,2,208,1.28,2,251,Austin
341596,1733004,78704,30.24623,-97.75904,Private Room,135.0,2,107,0.65,1,56,Austin
342039,1735494,78702,30.25158,-97.73147,Entire Home/Apt,67.0,1,430,2.62,3,138,Austin
343258,1649892,78745,30.20558,-97.79019,Entire Home/Apt,115.0,2,39,0.24,1,271,Austin
343462,1742984,78721,30.26895,-97.68947,Entire Home/Apt,90.0,1,295,1.79,1,342,Austin
343889,1744639,78702,30.27293,-97.72288,Entire Home/Apt,52.0,30,43,0.26,1,221,Austin
345473,1751224,78704,30.24619,-97.74569,Entire Home/Apt,189.0,2,272,1.79,1,56,Austin
345536,1752493,78704,30.2466,-97.76157,Entire Home/Apt,180.0,2,358,2.2,2,167,Austin
347654,1761915,78704,30.23661,-97.7449,Entire Home/Apt,550.0,1,72,0.44,1,31,Austin
349447,1770424,78702,30.27871,-97.72332,Entire Home/Apt,122.0,1,1039,6.32,7,326,Austin
349635,1771402,78703,30.29932,-97.77631,Private Room,65.0,1,75,0.51,1,2,Austin
354263,1752493,78704,30.24821,-97.76343,Entire Home/Apt,133.0,2,442,2.69,2,247,Austin
355232,1798084,78704,30.24748,-97.74724,Entire Home/Apt,1000.0,1,5,0.03,1,365,Austin
356837,1806205,78701,30.28184,-97.74276,Entire Home/Apt,220.0,30,42,0.26,3,337,Austin
357529,1808807,78704,30.25478,-97.76854,Entire Home/Apt,182.0,3,440,2.68,1,133,Austin
362525,1827423,78741,30.22314,-97.71985,Entire Home/Apt,67.0,30,43,0.26,1,249,Austin
362662,1832618,78702,30.25313,-97.72534,Entire Home/Apt,525.0,2,106,0.68,1,341,Austin
363944,1840480,78704,30.25795,-97.77202,Entire Home/Apt,806.0,4,33,0.24,12,117,Austin
364269,1840480,78704,30.25954,-97.76978,Entire Home/Apt,243.0,4,128,0.78,12,307,Austin
365471,1845598,78702,30.259561656337453,-97.7343602180481,Entire Home/Apt,383.0,1,113,0.69,1,103,Austin
367356,1488733,78751,30.3065,-97.72278,Entire Home/Apt,128.0,2,191,1.16,8,365,Austin
381240,1887493,78704,30.25224,-97.7456,Entire Home/Apt,395.0,3,19,0.12,1,289,Austin
406911,1652515,78704,30.25909,-97.756,Entire Home/Apt,178.0,1,466,2.96,1,0,Austin
424279,1275188,78704,30.241,-97.75371,Entire Home/Apt,131.0,28,31,0.2,1,231,Austin
433996,2157243,78704,30.26139,-97.77566,Entire Home/Apt,108.0,2,320,1.98,9,145,Austin
461404,1021729,78756,30.3239,-97.731,Entire Home/Apt,112.0,2,102,0.65,1,152,Austin
479197,1918269,78704,30.258,-97.75195,Private Room,50.0,30,36,0.22,3,289,Austin
485360,2402591,78702,30.26778,-97.72849,Entire Home/Apt,159.0,3,162,1.27,1,44,Austin
501861,2476440,78704,30.253061,-97.745712,Entire Home/Apt,155.0,2,158,1.46,2,325,Austin
510168,793021,78733,30.34253,-97.8616,Entire Home/Apt,235.0,3,145,1.1,2,334,Austin
517430,2546775,78705,30.29961,-97.73449,Entire Home/Apt,121.0,2,212,1.46,1,74,Austin
521689,2565803,78745,30.20208,-97.81443,Entire Home/Apt,138.0,30,17,0.13,1,42,Austin
522136,2567934,78701,30.27936,-97.74362,Entire Home/Apt,130.0,3,552,3.42,1,150,Austin
525231,2507231,78757,30.34024,-97.73739,Entire Home/Apt,127.0,2,152,0.96,1,153,Austin
528338,2595932,78704,30.2619,-97.76328,Entire Home/Apt,99.0,2,589,3.65,1,8,Austin
542124,2457470,78702,30.27514,-97.71954,Private Room,95.0,2,64,0.42,1,349,Austin
550221,543424,78745,30.20279,-97.82513,Entire Home/Apt,73.0,7,58,0.36,2,55,Austin
560094,4335991,78704,30.24887,-97.7854,Entire Home/Apt,280.0,2,93,0.59,1,311,Austin
563735,2771838,78704,30.25289,-97.79371,Private Room,55.0,30,1,0.01,1,335,Austin
587572,7976770,78704,30.24546,-97.76627,Entire Home/Apt,123.0,2,203,1.28,1,342,Austin
602877,1280071,78757,30.35992,-97.7331,Entire Home/Apt,66.0,30,6,0.04,1,329,Austin
607536,2546033,78723,30.30308,-97.67689,Private Room,180.0,30,148,0.94,4,343,Austin
620532,806961,78722,30.29087,-97.71979,Entire Home/Apt,55.0,30,23,0.15,1,44,Austin
622495,12409,78705,30.28714,-97.75258,Entire Home/Apt,68.0,2,65,0.42,1,315,Austin
628034,2436512,78702,30.27191,-97.71989,Entire Home/Apt,161.0,1,780,4.91,8,0,Austin
632659,3147504,78722,30.28273,-97.71702,Entire Home/Apt,172.0,2,550,3.52,1,204,Austin
644051,3222157,78704,30.25084,-97.73897,Entire Home/Apt,665.0,2,36,0.25,1,365,Austin
660425,3333277,78704,30.25278,-97.77303,Entire Home/Apt,130.0,2,185,1.18,1,222,Austin
666423,2350380,78704,30.24831,-97.77864,Entire Home/Apt,357.0,2,19,0.14,3,356,Austin
666768,2350380,78704,30.24747,-97.77826,Private Room,91.0,2,12,0.09,3,355,Austin
668301,2885190,78704,30.24706,-97.75664,Entire Home/Apt,285.0,1,194,1.23,1,16,Austin
685361,3495665,78703,30.2803,-97.75612,Entire Home/Apt,828.0,2,41,0.27,1,351,Austin
692220,3539325,78704,30.23537,-97.75171,Entire Home/Apt,59.0,28,68,0.43,2,278,Austin
699018,3584580,78731,30.31268,-97.75381,Entire Home/Apt,147.0,30,71,0.46,3,256,Austin
702825,3608356,78704,30.23573,-97.76233,Entire Home/Apt,225.0,3,297,1.93,1,337,Austin
704589,3619116,78741,30.24442,-97.72789,Entire Home/Apt,228.0,2,57,0.36,1,360,Austin
705858,3626574,78704,30.24654,-97.74713,Entire Home/Apt,226.0,1,1060,6.77,5,334,Austin
711149,3659932,78734,30.3999,-97.91374,Entire Home/Apt,880.0,1,0,0.0,1,358,Austin
720315,393905,78741,30.24538,-97.72945,Entire Home/Apt,200.0,2,159,1.06,1,312,Austin
726770,1345415,78722,30.30148,-97.71339,Private Room,58.0,30,22,0.14,2,177,Austin
728728,3781862,78744,30.19554,-97.69451,Private Room,33.0,30,53,0.35,1,363,Austin
731024,1735494,78702,30.25275,-97.72917,Entire Home/Apt,348.0,2,37,0.24,3,351,Austin
731070,3803498,78704,30.24182,-97.75476,Entire Home/Apt,553.0,3,18,0.14,1,145,Austin
733203,3820555,78702,30.27221,-97.72846,Entire Home/Apt,322.0,2,341,2.17,3,75,Austin
735592,263280,78737,30.22242,-97.91042,Entire Home/Apt,167.0,1,85,2.16,2,357,Austin
736279,3842544,78759,30.41276,-97.72443,Private Room,70.0,30,23,0.16,1,331,Austin
742593,2862517,78751,30.31197,-97.72955,Entire Home/Apt,253.0,3,178,1.17,3,128,Austin
746317,1840480,78704,30.25909,-97.77017,Entire Home/Apt,204.0,4,110,0.72,12,251,Austin
747499,3924382,78703,30.28026,-97.75703,Entire Home/Apt,149.0,3,156,1.0,1,314,Austin
760036,4005799,78701,30.26836,-97.74724,Entire Home/Apt,195.0,14,9,0.16,1,327,Austin
761955,11762795,78704,30.24852,-97.78277,Entire Home/Apt,1004.0,3,6,0.04,1,365,Austin
765450,4035868,78756,30.32255,-97.73869,Entire Home/Apt,267.0,1,193,1.88,1,344,Austin
785963,4143759,78704,30.24784,-97.76318,Entire Home/Apt,285.0,2,135,0.96,1,153,Austin
801521,4218754,78704,30.23457,-97.7615,Entire Home/Apt,86.0,2,298,1.94,3,346,Austin
813709,578211,78751,30.30263,-97.7293,Entire Home/Apt,55.0,14,76,0.5,9,340,Austin
814908,2762526,78704,30.25551,-97.7741,Entire Home/Apt,732.0,3,117,0.75,8,248,Austin
825940,3922483,78704,30.2402,-97.77623,Private Room,60.0,3,62,0.41,1,78,Austin
826750,3584580,78726,30.44262,-97.82678,Entire Home/Apt,214.0,2,66,0.58,3,355,Austin
846780,4421865,78704,30.25222,-97.7704,Entire Home/Apt,146.0,3,230,1.5,1,259,Austin
860402,4506424,78701,30.26986,-97.7485,Entire Home/Apt,130.0,30,9,0.06,1,328,Austin
867806,245617,78756,30.33229,-97.74462,Entire Home/Apt,98.0,30,6,0.05,2,289,Austin
870943,2791060,78704,30.24997,-97.77983,Entire Home/Apt,97.0,30,27,0.21,1,134,Austin
879070,582827,78731,30.32095,-97.75126,Private Room,97.0,30,165,1.08,2,177,Austin
883802,880571,78702,30.27188,-97.72466,Private Room,64.0,2,466,3.04,3,264,Austin
883970,4681431,78704,30.24563,-97.7484,Entire Home/Apt,144.0,2,47,0.39,1,315,Austin
890163,4725234,78702,30.25233,-97.72403,Entire Home/Apt,109.0,2,396,3.0,3,69,Austin
894743,3539325,78704,30.23419,-97.75288,Entire Home/Apt,50.0,28,55,0.36,2,335,Austin
904354,1772568,78702,30.25878,-97.7233,Entire Home/Apt,435.0,2,288,1.89,1,341,Austin
910250,4882441,78704,30.26227,-97.76355,Entire Home/Apt,135.0,3,107,0.71,2,316,Austin
914572,4908867,78703,30.30297,-97.7667,Entire Home/Apt,1200.0,1,0,0.0,1,365,Austin
917932,4929310,78701,30.26584,-97.73999,Entire Home/Apt,448.0,1,322,2.1,20,331,Austin
917990,531267,78704,30.25455,-97.75679,Entire Home/Apt,88.0,30,5,0.03,1,44,Austin
918204,4094761,78704,30.23656,-97.77935,Entire Home/Apt,138.0,14,416,2.96,2,71,Austin
932231,1335409,78703,30.27887,-97.75649,Entire Home/Apt,231.0,3,78,0.51,2,295,Austin
933868,1977547,78704,30.24285,-97.7388,Entire Home/Apt,161.0,30,12,0.08,1,292,Austin
936349,2121044,78729,30.45601,-97.7552,Private Room,74.0,2,41,0.27,1,358,Austin
937157,5059228,78741,30.24509,-97.73328,Entire Home/Apt,249.0,30,103,0.68,2,272,Austin
942734,3536176,78703,30.27889,-97.76001,Entire Home/Apt,1000.0,1,7,0.05,1,365,Austin
947412,4437388,78745,30.20196,-97.79572,Entire Home/Apt,131.0,30,69,0.49,4,73,Austin
949922,5152543,78723,30.29757,-97.68266,Entire Home/Apt,65.0,1,1268,8.29,2,302,Austin
954116,5181843,78704,30.2441,-97.73885,Entire Home/Apt,152.0,2,244,1.6,1,338,Austin
955612,5192335,78741,30.21830940246582,-97.72653198242188,Entire Home/Apt,218.0,1,200,1.41,2,254,Austin
959270,5220633,78704,30.25575,-97.76767,Entire Home/Apt,105.0,1,490,3.22,2,89,Austin
959630,5215945,78704,30.25473,-97.76774,Entire Home/Apt,175.0,3,190,1.26,1,346,Austin
960315,4717260,78752,30.32398,-97.7161,Entire Home/Apt,244.0,1,233,1.54,1,350,Austin
964330,5256091,78749,30.23165,-97.84753,Entire Home/Apt,151.0,3,0,0.0,1,365,Austin
967451,5278146,78704,30.26269,-97.77509,Entire Home/Apt,75.0,2,90,0.59,1,161,Austin
968817,1568741,78745,30.20901,-97.76891,Entire Home/Apt,24.0,2,30,0.2,21,365,Austin
968883,169512,78704,30.24467,-97.73792,Entire Home/Apt,178.0,2,39,0.29,3,40,Austin
974793,997756,78704,30.25659,-97.75431,Entire Home/Apt,1000.0,7,10,0.18,1,363,Austin
975992,5245644,78721,30.27753,-97.68522,Entire Home/Apt,750.0,5,0,0.0,1,365,Austin
977492,4725234,78702,30.25344,-97.72421,Entire Home/Apt,77.0,2,692,4.54,3,79,Austin
977906,5350399,78705,30.2989,-97.73169,Private Room,84.0,3,11,0.14,1,362,Austin
981928,3052973,78751,30.31193699014404,-97.70962395432868,Entire Home/Apt,106.0,2,172,6.59,1,126,Austin
986684,5414607,78702,30.259,-97.72237,Entire Home/Apt,128.0,2,49,0.35,1,23,Austin
1001303,5467931,78757,30.33664,-97.72655,Entire Home/Apt,269.0,2,99,0.87,1,11,Austin
1034604,5694515,78704,30.26228,-97.77892,Entire Home/Apt,950.0,2,22,0.23,1,100,Austin
1126920,6182474,78704,30.24554,-97.75536,Entire Home/Apt,283.0,2,351,2.4,1,336,Austin
1135629,6229799,78702,30.25741,-97.73223,Entire Home/Apt,903.0,2,6,0.04,1,270,Austin
1148536,802614,78702,30.25548,-97.73635,Entire Home/Apt,226.0,2,395,2.65,3,328,Austin
1157268,4929310,78701,30.26429,-97.74138,Entire Home/Apt,436.0,1,250,1.7,20,335,Austin
1157317,4929310,78701,30.26632,-97.74129,Entire Home/Apt,646.0,1,213,1.48,20,345,Austin
1162922,4929310,78701,30.26492,-97.74243,Entire Home/Apt,284.0,1,258,1.74,20,337,Austin
1165854,5766765,78704,30.25592,-97.75639,Entire Home/Apt,82.0,14,47,0.41,2,16,Austin
1195493,1927941,78702,30.27677,-97.7183,Private Room,56.0,3,219,1.6,3,151,Austin
1203093,6571431,78749,30.22805343137412,-97.85980423541945,Entire Home/Apt,215.0,2,1,0.05,1,268,Austin
1206482,3404088,78704,30.24166,-97.75079,Entire Home/Apt,147.0,2,16,0.11,1,357,Austin
1213690,2436512,78702,30.25766,-97.72323,Entire Home/Apt,211.0,1,702,4.73,8,311,Austin
1242559,582827,78731,30.32006,-97.75067,Entire Home/Apt,300.0,30,9,0.06,2,173,Austin
1265154,1927941,78702,30.27879,-97.71672,Private Room,64.0,3,85,0.63,3,125,Austin
1278532,2436512,78702,30.25635,-97.72405,Entire Home/Apt,113.0,1,841,5.69,8,332,Austin
1296548,4035731,78723,30.29267883300781,-97.6863784790039,Entire Home/Apt,190.0,28,7,0.05,2,48,Austin
1305257,7096463,78704,30.24656,-97.75935,Private Room,73.0,2,203,1.44,1,48,Austin
1307181,4882441,78704,30.26316,-97.76453,Entire Home/Apt,245.0,3,48,0.36,2,118,Austin
1342654,7281438,78704,30.25974,-97.75369,Entire Home/Apt,114.0,3,246,1.69,2,93,Austin
1343707,7284062,78746,30.31498,-97.80123,Entire Home/Apt,690.0,3,65,0.56,1,282,Austin
1349780,7323557,78735,30.25285,-97.83055,Entire Home/Apt,384.0,2,51,0.35,2,21,Austin
1388265,739362,78757,30.33892,-97.74536,Entire Home/Apt,302.0,3,233,1.66,4,314,Austin
1397983,7547072,78704,30.24813,-97.79337,Entire Home/Apt,155.0,2,23,0.17,1,355,Austin
1398635,7386854,78705,30.3,-97.74368,Entire Home/Apt,92.0,2,395,2.71,2,326,Austin
1428582,814883,78702,30.2660044,-97.7312213,Entire Home/Apt,858.0,1,333,2.5,13,334,Austin
1461266,578211,78751,30.30247,-97.72771,Entire Home/Apt,120.0,20,85,0.58,9,354,Austin
1462311,740347,78704,30.24668,-97.75618,Entire Home/Apt,120.0,1,1305,9.01,2,219,Austin
1462557,47575442,78757,30.34042,-97.7463,Entire Home/Apt,84.0,2,217,1.48,1,153,Austin
1561778,7281978,78759,30.37038,-97.7458,Entire Home/Apt,500.0,30,3,0.02,1,263,Austin
1574481,8368983,78702,30.25561,-97.73486,Entire Home/Apt,240.0,3,52,0.37,1,180,Austin
1578787,8395205,78702,30.27519,-97.72981,Entire Home/Apt,425.0,1,1,0.01,1,365,Austin
1579405,8402421,78702,30.271190431672217,-97.7086625148923,Entire Home/Apt,133.0,2,278,1.92,6,130,Austin
1593451,8495321,78704,30.24884,-97.77593,Entire Home/Apt,68.0,3,299,2.11,1,202,Austin
1594441,5138696,78705,30.28761,-97.72626,Entire Home/Apt,135.0,28,32,0.25,2,289,Austin
1608994,578211,78751,30.30285,-97.7278,Entire Home/Apt,139.0,20,115,0.79,9,234,Austin
1612438,8584307,78704,30.25246,-97.74848,Entire Home/Apt,144.0,2,166,1.16,1,299,Austin
1627417,1514891,78738,30.30779,-97.98466,Entire Home/Apt,135.0,2,168,1.2,1,151,Austin
1664692,8816698,78703,30.29035,-97.75672,Private Room,119.0,2,217,1.49,1,356,Austin
1673142,6253447,78746,30.2774,-97.79235,Entire Home/Apt,815.0,5,55,0.39,1,163,Austin
1681072,7982442,78704,30.258372912346644,-97.77662101321786,Entire Home/Apt,523.0,2,285,2.23,1,309,Austin
1698089,8967238,78701,30.27094,-97.74783,Entire Home/Apt,94.0,30,54,0.38,1,312,Austin
1699415,8973365,78704,30.25945,-97.77363,Entire Home/Apt,150.0,2,102,0.76,1,312,Austin
1703216,1232812,78704,30.2551,-97.76869,Entire Home/Apt,350.0,3,138,0.95,1,338,Austin
1704436,8428581,78704,30.24736,-97.7448,Entire Home/Apt,214.0,2,273,1.89,1,230,Austin
1704832,175669,78704,30.24413,-97.77768,Entire Home/Apt,140.0,30,15,0.11,2,364,Austin
1706466,9005567,78704,30.23822,-97.74897,Private Room,61.0,3,85,0.73,1,64,Austin
1717090,9053200,78703,30.27637,-97.75388,Entire Home/Apt,204.0,2,42,0.29,1,301,Austin
1720604,9035884,78746,30.2684,-97.80208,Entire Home/Apt,350.0,2,44,0.31,1,153,Austin
1725964,4435121,78702,30.25275,-97.72538,Entire Home/Apt,263.0,1,35,0.25,1,139,Austin
1728927,8142606,78702,30.26674,-97.71776,Entire Home/Apt,137.0,3,27,0.19,1,266,Austin
1733137,9131066,78704,30.25826,-97.76439,Entire Home/Apt,126.0,2,256,1.76,1,245,Austin
1736648,4929310,78701,30.26582,-97.74074,Entire Home/Apt,437.0,1,266,1.83,20,346,Austin
1737139,1628864,78704,30.25822,-97.7748,Entire Home/Apt,84.0,2,297,2.04,1,149,Austin
1751718,2157243,78704,30.25279,-97.77527,Entire Home/Apt,118.0,2,109,0.83,9,128,Austin
1755240,4929310,78701,30.26439,-97.74026,Entire Home/Apt,653.0,1,222,1.53,20,336,Austin
1793471,7637276,78704,30.25258,-97.76014,Entire Home/Apt,679.0,2,133,0.93,1,348,Austin
1805494,9463145,78704,30.2577,-97.7675,Entire Home/Apt,292.0,2,88,0.63,2,242,Austin
1825193,1714345,78745,30.20794,-97.79201,Private Room,113.0,2,41,0.29,2,363,Austin
1850914,9666649,78704,30.24679,-97.7886,Entire Home/Apt,125.0,2,11,0.08,1,351,Austin
1875121,3715137,78702,30.2678,-97.73078,Entire Home/Apt,130.0,2,515,3.57,1,66,Austin
1880094,61292,78702,30.2518,-97.72129,Entire Home/Apt,88.0,1,938,6.51,1,170,Austin
1892933,8597490,78733,30.34537,-97.8745,Entire Home/Apt,247.0,2,161,1.67,1,358,Austin
1927188,9983041,78721,30.26816,-97.68658,Entire Home/Apt,302.0,4,3,0.02,2,364,Austin
1935282,4018268,78702,30.28092,-97.71169,Entire Home/Apt,120.0,1,698,4.89,2,260,Austin
1953384,10098752,78738,30.33128,-97.98145,Entire Home/Apt,218.0,2,28,0.22,1,143,Austin
2010358,2157243,78703,30.27835,-97.76208,Entire Home/Apt,73.0,2,423,2.98,9,38,Austin
2048537,10500741,78703,30.27521,-97.7591,Entire Home/Apt,593.0,3,94,0.67,1,290,Austin
2056845,1518835,78704,30.25132,-97.75794,Entire Home/Apt,278.0,29,19,0.14,2,164,Austin
2098455,5367671,78702,30.25748,-97.72515,Entire Home/Apt,86.0,2,200,1.82,3,49,Austin
2124726,3538703,78702,30.27248,-97.72275,Entire Home/Apt,720.0,3,76,0.6,13,11,Austin
2141987,9463145,78704,30.25703,-97.7676,Entire Home/Apt,1200.0,3,4,0.03,2,169,Austin
2168813,5106595,78704,30.2508,-97.7772,Entire Home/Apt,620.0,3,21,0.16,1,359,Austin
2174970,3820555,78702,30.26245,-97.73316,Entire Home/Apt,328.0,2,375,2.81,3,278,Austin
2189688,11167488,78702,30.25956,-97.72919,Entire Home/Apt,465.0,6,1,0.01,1,363,Austin
2198635,11215879,78731,30.3499,-97.75049,Entire Home/Apt,191.0,2,86,0.61,1,334,Austin
2223634,80406,78704,30.24572,-97.74816,Entire Home/Apt,165.0,3,369,2.67,5,196,Austin
2254712,11514096,78703,30.29133,-97.76049,Entire Home/Apt,127.0,1,598,4.23,1,309,Austin
2273233,11606005,78702,30.2545,-97.73064,Entire Home/Apt,114.0,2,96,0.83,1,259,Austin
2277691,9060478,78745,30.21955,-97.79577,Entire Home/Apt,400.0,3,2,0.01,1,365,Austin
2292322,11710972,78702,30.25737,-97.73121,Entire Home/Apt,100.0,1,411,2.93,1,255,Austin
2296428,475506,78705,30.30184,-97.74223,Entire Home/Apt,149.0,30,0,0.0,2,270,Austin
2322667,11863622,78736,30.24612,-97.9935,Entire Home/Apt,357.0,2,23,0.16,1,354,Austin
2336368,11932614,78702,30.26012,-97.70708,Entire Home/Apt,113.0,2,375,2.67,1,48,Austin
2336937,7567467,78752,30.32621,-97.68296,Entire Home/Apt,160.0,7,54,0.38,3,89,Austin
2352384,1093564,78704,30.23962,-97.74086,Entire Home/Apt,58.0,30,81,0.58,1,237,Austin
2355603,1777351,78704,30.24004364013672,-97.74081420898438,Entire Home/Apt,211.0,2,4,0.03,1,37,Austin
2357311,574218,78731,30.31374,-97.7745,Entire Home/Apt,168.0,4,156,1.11,1,257,Austin
2380130,1928437,78722,30.29711,-97.71364,Entire Home/Apt,450.0,3,15,0.11,1,36,Austin
2380947,12163791,78703,30.2828,-97.76114,Entire Home/Apt,818.0,4,0,0.0,1,89,Austin
2394931,12234266,78704,30.23898,-97.78759,Entire Home/Apt,314.0,2,0,0.0,1,365,Austin
2406891,4250925,78722,30.30148,-97.71123,Entire Home/Apt,84.0,3,47,0.49,1,206,Austin
2417854,12356977,78757,30.3533,-97.73585,Entire Home/Apt,79.0,29,22,0.16,3,179,Austin
2418647,7335335,78756,30.31365,-97.73924,Entire Home/Apt,159.0,2,195,1.42,1,104,Austin
2426905,4929310,78701,30.2646,-97.74159,Entire Home/Apt,686.0,1,236,1.69,20,349,Austin
2432292,2350380,78704,30.24749,-97.77812,Entire Home/Apt,313.0,2,16,0.13,3,362,Austin
